,dataset,trial,n_samples,d_dimensions,nu,gamma,scorer,value
778,gauss,5,1000,3,,383.5318511585978,tka,0.9937295988614964
779,gauss,5,1000,3,,383.5318511585978,ctka,0.9937355680398958
780,gauss,1,1000,10,,0.015692842360779603,hsic,0.03557741701087879
781,gauss,1,1000,10,,156.92842360779602,tka,1.0
782,gauss,1,1000,10,,15.332063244808753,ctka,0.9999999999999943
783,gauss,2,1000,10,,0.015692842360779603,hsic,0.038843931777218794
784,gauss,2,1000,10,,156.92842360779602,tka,1.0
785,gauss,2,1000,10,,156.92842360779602,ctka,1.0000000000000306
786,gauss,3,1000,10,,0.015692842360779603,hsic,0.03559351097797079
787,gauss,3,1000,10,,156.92842360779602,tka,1.0
788,gauss,3,1000,10,,156.92842360779602,ctka,1.0000000000000306
789,gauss,4,1000,10,,0.015692842360779603,hsic,0.03891675839850968
790,gauss,4,1000,10,,156.92842360779602,tka,1.0
791,gauss,4,1000,10,,18.467524457843684,ctka,1.0000000000000298
792,gauss,5,1000,10,,0.015692842360779603,hsic,0.0324958973369086
793,gauss,5,1000,10,,156.92842360779602,tka,1.0
794,gauss,5,1000,10,,18.467524457843684,ctka,1.0000000000000304
795,gauss,1,1000,50,,0.007101306810268272,hsic,0.0010037203665448859
796,gauss,1,1000,50,,71.01306810268267,tka,1.0
797,gauss,1,1000,50,,71.01306810268267,ctka,1.0000000000000306
798,gauss,2,1000,50,,0.007101306810268272,hsic,0.0010023670216248518
799,gauss,2,1000,50,,71.01306810268267,tka,1.0
800,gauss,2,1000,50,,71.01306810268267,ctka,1.0000000000000306
801,gauss,3,1000,50,,0.007101306810268272,hsic,0.0010018864412883793
802,gauss,3,1000,50,,71.01306810268267,tka,1.0
803,gauss,3,1000,50,,71.01306810268267,ctka,1.0000000000000306
804,gauss,4,1000,50,,0.007101306810268272,hsic,0.0010021943713746637
805,gauss,4,1000,50,,71.01306810268267,tka,1.0
806,gauss,4,1000,50,,71.01306810268267,ctka,1.0000000000000306
807,gauss,5,1000,50,,0.007101306810268272,hsic,0.0010021112227985365
808,gauss,5,1000,50,,71.01306810268267,tka,1.0
809,gauss,5,1000,50,,71.01306810268267,ctka,1.0000000000000306
810,gauss,1,1000,100,,60.77306804359298,hsic,0.0009990000000000014
811,gauss,1,1000,100,,60.77306804359298,tka,1.0
812,gauss,1,1000,100,,60.77306804359298,ctka,1.0000000000000306
813,gauss,2,1000,100,,60.77306804359298,hsic,0.0009990000000000014
814,gauss,2,1000,100,,60.77306804359298,tka,1.0
815,gauss,2,1000,100,,60.77306804359298,ctka,1.0000000000000306
816,gauss,3,1000,100,,60.77306804359298,hsic,0.0009990000000000014
817,gauss,3,1000,100,,60.77306804359298,tka,1.0
818,gauss,3,1000,100,,60.77306804359298,ctka,1.0000000000000306
819,gauss,4,1000,100,,60.77306804359298,hsic,0.0009990000000000014
820,gauss,4,1000,100,,60.77306804359298,tka,1.0
821,gauss,4,1000,100,,60.77306804359298,ctka,1.0000000000000306
822,gauss,5,1000,100,,60.77306804359298,hsic,0.0009990000000000014
823,gauss,5,1000,100,,60.77306804359298,tka,1.0
824,gauss,5,1000,100,,60.77306804359298,ctka,1.0000000000000306
825,gauss,1,5000,2,,0.5007682359030778,hsic,0.02806052176289917
826,gauss,1,5000,2,,0.08549879733383485,tka,0.9764723048996603
827,gauss,1,5000,2,,0.08549879733383485,ctka,0.5698509936489157
828,gauss,2,5000,2,,0.3144970466284536,hsic,0.030114564895255772
829,gauss,2,5000,2,,0.08549879733383485,tka,0.9599324504922271
830,gauss,2,5000,2,,854.9879733383481,ctka,0.5730816803482975
831,gauss,3,5000,2,,0.6619861368850227,hsic,0.02528345439015318
832,gauss,3,5000,2,,0.08549879733383485,tka,0.9717295218751885
833,gauss,3,5000,2,,0.08549879733383485,ctka,0.4766118768468499
834,gauss,4,5000,2,,0.26110097323656295,hsic,0.04231883548461054
835,gauss,4,5000,2,,0.08549879733383485,tka,0.9511509242577719
836,gauss,4,5000,2,,0.08549879733383485,ctka,0.6366657208043748
837,gauss,5,5000,2,,0.37881280606490375,hsic,0.04648877872336523
838,gauss,5,5000,2,,0.08549879733383485,tka,0.9755423681157074
839,gauss,5,5000,2,,0.08549879733383485,ctka,0.7322701616926671
840,gauss,1,5000,3,,0.20359151653392055,hsic,0.04693496674058925
841,gauss,1,5000,3,,0.060744526645153216,tka,0.983366440208692
842,gauss,1,5000,3,,607.4452664515321,ctka,0.972157927852664
843,gauss,2,5000,3,,0.1403277351204612,hsic,0.04241803175689206
844,gauss,2,5000,3,,607.4452664515321,tka,0.9866142571476765
845,gauss,2,5000,3,,607.4452664515321,ctka,0.9866166608153281
846,gauss,3,5000,3,,0.18550500732677916,hsic,0.029194740052145673
847,gauss,3,5000,3,,607.4452664515321,tka,0.9521436094692305
848,gauss,3,5000,3,,607.4452664515321,ctka,0.9521503356153376
849,gauss,4,5000,3,,0.1403277351204612,hsic,0.042975814265076136
850,gauss,4,5000,3,,607.4452664515321,tka,0.9734875605713136
851,gauss,4,5000,3,,607.4452664515321,ctka,0.9734933321188269
852,gauss,5,5000,3,,0.15400951605914268,hsic,0.05069800013872766
853,gauss,5,5000,3,,607.4452664515321,tka,0.9843746713896514
854,gauss,5,5000,3,,607.4452664515321,ctka,0.9843776224860246
855,gauss,1,5000,10,,0.01974942564362874,hsic,0.03112127714109896
856,gauss,1,5000,10,,197.49425643628743,tka,1.0
857,gauss,1,5000,10,,197.49425643628743,ctka,1.0000000000004994
858,gauss,2,5000,10,,0.01974942564362874,hsic,0.03428271931469987
859,gauss,2,5000,10,,197.49425643628743,tka,1.0
860,gauss,2,5000,10,,27.99430058248782,ctka,1.0000000000004934
861,gauss,3,5000,10,,0.01974942564362874,hsic,0.03140678528565683
862,gauss,3,5000,10,,197.49425643628743,tka,1.0
863,gauss,3,5000,10,,37.006817862517195,ctka,1.0000000000004972
864,gauss,4,5000,10,,0.01974942564362874,hsic,0.03284956145931387
865,gauss,4,5000,10,,197.49425643628743,tka,1.0
866,gauss,4,5000,10,,197.49425643628743,ctka,1.0000000000004994
867,gauss,5,5000,10,,0.01974942564362874,hsic,0.02840280244185431
868,gauss,5,5000,10,,197.49425643628743,tka,1.0
869,gauss,5,5000,10,,27.99430058248782,ctka,1.0000000000004956
870,gauss,1,5000,50,,0.007537477948422559,hsic,0.00020381955877142065
871,gauss,1,5000,50,,75.37477948422554,tka,1.0
872,gauss,1,5000,50,,0.08467030127504963,ctka,1.0000000000004925
873,gauss,2,5000,50,,0.007537477948422559,hsic,0.00020337531004344133
874,gauss,2,5000,50,,75.37477948422554,tka,1.0
875,gauss,2,5000,50,,0.1228421097737635,ctka,1.0000000000004996
876,gauss,3,5000,50,,0.007537477948422559,hsic,0.00020265073226302687
877,gauss,3,5000,50,,75.37477948422554,tka,1.0
878,gauss,3,5000,50,,0.09292555112329218,ctka,1.0000000000005012
879,gauss,4,5000,50,,0.007537477948422559,hsic,0.0002031085281160862
880,gauss,4,5000,50,,75.37477948422554,tka,1.0
881,gauss,4,5000,50,,0.04845145937237838,ctka,0.9999999999993593
882,gauss,5,5000,50,,0.007537477948422559,hsic,0.00020279953734866413
883,gauss,5,5000,50,,75.37477948422554,tka,1.0
884,gauss,5,5000,50,,0.04845145937237838,ctka,0.9999999999989327
885,gauss,1,5000,100,,62.68345016666018,hsic,0.00019995999999999954
886,gauss,1,5000,100,,62.68345016666018,tka,1.0
887,gauss,1,5000,100,,0.009094295343720667,ctka,0.9999999999999403
888,gauss,2,5000,100,,62.68345016666018,hsic,0.00019995999999999954
889,gauss,2,5000,100,,62.68345016666018,tka,1.0
890,gauss,2,5000,100,,0.009094295343720667,ctka,0.999999999999917
891,gauss,3,5000,100,,62.68345016666018,hsic,0.00019995999999999954
892,gauss,3,5000,100,,62.68345016666018,tka,1.0
893,gauss,3,5000,100,,0.0158925393912095,ctka,1.0000000000005012
894,gauss,4,5000,100,,62.68345016666018,hsic,0.00019995999999999954
895,gauss,4,5000,100,,62.68345016666018,tka,1.0
896,gauss,4,5000,100,,0.01448068999336843,ctka,1.0000000000005003
897,gauss,5,5000,100,,62.68345016666018,hsic,0.00019995999999999954
898,gauss,5,5000,100,,62.68345016666018,tka,1.0
899,gauss,5,5000,100,,62.68345016666018,ctka,1.0000000000004994
